star RV K err_K V err_V H_alpha H_alpha_err s s_err rhk_prime rhk_prime_err log_s log_s_err log_rhk_prime log_rhk_prime_err SiIII SiIII_err LyA LyA_err SiII SiII_err CII CII_err MgII MgII_err SiIV SiIV_err HeII HeII_err CIV CIV_err NV NV_err EUV dist radius teff newt_Ha newt_Ha_err ad_logRHK ad_logRHK_err ad_S ad_S_err num_spectra_ha num_spectra_s num_spectra_logrhk SiIII_lum SiIII_surface_flux SiIII_lum_err SiIII_surface_flux_err LyA_lum LyA_surface_flux LyA_lum_err LyA_surface_flux_err SiII_lum SiII_surface_flux SiII_lum_err SiII_surface_flux_err CII_lum CII_surface_flux CII_lum_err CII_surface_flux_err MgII_lum MgII_surface_flux MgII_lum_err MgII_surface_flux_err SiIV_lum SiIV_surface_flux SiIV_lum_err SiIV_surface_flux_err HeII_lum HeII_surface_flux HeII_lum_err HeII_surface_flux_err CIV_lum CIV_surface_flux CIV_lum_err CIV_surface_flux_err NV_lum NV_surface_flux NV_lum_err NV_surface_flux_err EUV_lum EUV_surface_flux EUV_lum_err EUV_surface_flux_err
2MASSJ04202761+1853499 0.0 10.21500015258789 0.017999999225139618 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 50.61 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04172811+1454038 0.0 9.621000289916992 0.01899999938905239 14.470000267028809 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 49.52 0.32 3630.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ02564122+3522346 0.0 8.954999923706055 0.017999999225139618 13.541999816894531 0.03999999910593033 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 38.56 nan 3470.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ03553690+2118482 0.0 11.095999717712402 0.019999999552965164 17.700000762939453 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 28.83 0.104 nan nan nan 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ03555715+1825564 0.0 9.387999534606934 0.020999999716877937 14.470000267028809 0.44999998807907104 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 43.73 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ03581434+1237408 0.0 10.987000465393066 0.017999999225139618 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 45.57 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04004493+1354227 0.0 9.343999862670898 0.017000000923871994 14.859999656677246 0.05999999865889549 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 47.08 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04062060+1901391 0.0 10.470999717712402 0.017999999225139618 16.1299991607666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 53.4 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04183382+1821529 0.0 10.60099983215332 0.017000000923871994 16.09000015258789 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 45.76 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04262170+1800009 0.0 10.253000259399414 0.017000000923871994 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 46.79 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04290015+1620467 0.0 9.37399959564209 0.01899999938905239 14.279999732971191 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 46.79 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04214955+1929086 0.0 11.668000221252441 0.019999999552965164 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 39.69 0.102 2260.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04110642+1247481 0.0 11.84000015258789 0.029999999329447746 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 43.4 0.253 3590.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
2MASSJ04254182+1900477 0.0 10.130000114440918 0.01899999938905239 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 62.04 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0
